epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
80,1321.55,0.95103,0.51954,0.81031,0.93731,0.89487,0.95569,0.70593,0.9559,0.52303,0.81018,0.0004358,0.0004358,0.0004358
81,1338.37,0.96198,0.51601,0.80774,0.93183,0.89655,0.95628,0.71391,0.95186,0.53355,0.80881,0.000416,0.000416,0.000416
82,1355.21,0.95765,0.51197,0.80409,0.94548,0.88898,0.95646,0.71242,0.94733,0.52994,0.81168,0.0003962,0.0003962,0.0003962
83,1371.98,0.96001,0.51298,0.81001,0.92799,0.89959,0.95379,0.70479,0.96388,0.53692,0.81195,0.0003764,0.0003764,0.0003764
84,1387.2,0.93551,0.51223,0.80822,0.92475,0.90664,0.95524,0.70751,0.96076,0.53775,0.80987,0.0003566,0.0003566,0.0003566
85,1401.35,0.93988,0.51555,0.81139,0.93931,0.8982,0.95457,0.71037,0.94552,0.52822,0.8071,0.0003368,0.0003368,0.0003368
86,1415.49,0.92517,0.49506,0.80535,0.9391,0.89486,0.9539,0.70806,0.96013,0.53676,0.81134,0.000317,0.000317,0.000317
87,1429.67,0.92328,0.49629,0.8013,0.95334,0.88562,0.95508,0.70795,0.95852,0.52531,0.81029,0.0002972,0.0002972,0.0002972
88,1443.77,0.93605,0.50617,0.79692,0.94055,0.89571,0.9537,0.71369,0.94819,0.52846,0.81487,0.0002774,0.0002774,0.0002774
89,1457.98,0.91237,0.49272,0.806,0.92807,0.89992,0.95366,0.70866,0.94579,0.52448,0.80714,0.0002576,0.0002576,0.0002576
90,1472.09,0.91796,0.48575,0.806,0.91594,0.91001,0.95355,0.70629,0.96129,0.52804,0.81016,0.0002378,0.0002378,0.0002378
91,1486.57,0.86067,0.44749,0.80907,0.92617,0.90737,0.95413,0.70341,0.96074,0.52431,0.81007,0.000218,0.000218,0.000218
92,1500.67,0.85417,0.44883,0.80455,0.92211,0.9061,0.95527,0.71362,0.94389,0.51956,0.81079,0.0001982,0.0001982,0.0001982
93,1514.77,0.8527,0.44754,0.80568,0.9293,0.89907,0.95167,0.71195,0.94425,0.52255,0.81117,0.0001784,0.0001784,0.0001784
94,1528.82,0.8449,0.43911,0.80205,0.93645,0.89231,0.95418,0.71181,0.93349,0.52091,0.80911,0.0001586,0.0001586,0.0001586
95,1542.85,0.83326,0.43956,0.80611,0.93671,0.89235,0.95524,0.71324,0.93828,0.51718,0.80936,0.0001388,0.0001388,0.0001388
96,1556.9,0.82992,0.43094,0.80548,0.94582,0.88898,0.95602,0.71691,0.94411,0.51817,0.81138,0.000119,0.000119,0.000119
97,1570.95,0.83631,0.4286,0.80161,0.92602,0.90496,0.95669,0.71485,0.95019,0.52191,0.81269,9.92e-05,9.92e-05,9.92e-05
98,1585,0.82102,0.42441,0.80295,0.93567,0.89823,0.95629,0.72167,0.93005,0.51227,0.80955,7.94e-05,7.94e-05,7.94e-05
99,1599.07,0.83309,0.42991,0.80048,0.92611,0.90654,0.95636,0.71412,0.9385,0.51484,0.80725,5.96e-05,5.96e-05,5.96e-05
100,1613.15,0.82309,0.42182,0.80374,0.92409,0.90917,0.95648,0.71506,0.94642,0.51755,0.80837,3.98e-05,3.98e-05,3.98e-05
