epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
86,31857.5,1.916,1.4243,0.88009,0.74858,0.59494,0.66152,0.30052,2.02275,1.24382,0.98056,0.000317,0.000317,0.000317
87,32222,1.99244,1.44664,0.90009,0.84378,0.64557,0.70701,0.31307,1.97672,1.20175,0.97443,0.0002972,0.0002972,0.0002972
88,32582.5,2.00062,1.69665,0.90705,0.73881,0.64452,0.69194,0.31945,1.87695,1.22902,0.96574,0.0002774,0.0002774,0.0002774
89,32957.4,2.0047,1.4521,0.90165,0.83601,0.65823,0.71406,0.30984,1.98098,1.17989,0.97876,0.0002576,0.0002576,0.0002576
90,33325.6,1.96545,1.60363,0.88981,0.84837,0.63745,0.70889,0.31094,1.96389,1.22366,0.97254,0.0002378,0.0002378,0.0002378
91,33680.3,1.91401,1.44911,0.90469,0.84895,0.56915,0.72238,0.341,1.89319,1.31576,0.96421,0.000218,0.000218,0.000218
92,34028.8,1.89435,1.39502,0.92143,0.82448,0.63291,0.72544,0.35127,1.84477,1.12702,0.9507,0.0001982,0.0001982,0.0001982
93,34378.9,1.973,1.39408,0.91,0.8743,0.60759,0.72837,0.35682,1.87884,1.13332,0.95742,0.0001784,0.0001784,0.0001784
94,34733.6,1.94998,1.38365,0.89026,0.78339,0.65823,0.75217,0.35191,1.88317,1.1583,0.95765,0.0001586,0.0001586,0.0001586
95,35099.1,1.92567,1.53497,0.90784,0.82692,0.66528,0.75301,0.35356,1.86085,1.19157,0.95378,0.0001388,0.0001388,0.0001388
96,35455.4,1.87878,1.33405,0.89481,0.84894,0.67089,0.75097,0.36611,1.83237,1.15379,0.95104,0.000119,0.000119,0.000119
97,35811.4,1.88903,1.26914,0.9218,0.85745,0.67089,0.76679,0.3684,1.84198,1.11386,0.95091,9.92e-05,9.92e-05,9.92e-05
98,36167.2,1.83835,1.28816,0.88729,0.90397,0.65823,0.75543,0.36005,1.85962,1.1231,0.95326,7.94e-05,7.94e-05,7.94e-05
99,36521.5,1.82078,1.30612,0.92115,0.86646,0.65707,0.75588,0.35743,1.85736,1.14616,0.95523,5.96e-05,5.96e-05,5.96e-05
100,36884.6,1.8453,1.25571,0.91624,0.86587,0.65375,0.75187,0.3555,1.85491,1.15019,0.95594,3.98e-05,3.98e-05,3.98e-05
