epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
182,7462.81,0.85605,0.45262,0.80811,0.9398,0.90592,0.95634,0.72247,0.86528,0.48098,0.80358,0.0064162,0.0064162,0.0064162
183,7503.15,0.84985,0.44966,0.80056,0.9415,0.90412,0.95578,0.72049,0.86818,0.48279,0.80272,0.0063964,0.0063964,0.0063964
184,7545.47,0.85892,0.4614,0.79774,0.94135,0.90451,0.95634,0.71809,0.86633,0.4806,0.80205,0.0063766,0.0063766,0.0063766
185,7585.86,0.85812,0.46685,0.80418,0.94088,0.90244,0.95637,0.71939,0.86623,0.47869,0.80152,0.0063568,0.0063568,0.0063568
186,7627.05,0.83101,0.44076,0.80132,0.94225,0.90561,0.95706,0.71919,0.86756,0.47808,0.80178,0.006337,0.006337,0.006337
187,7668.12,0.84238,0.45084,0.7973,0.94542,0.90076,0.95634,0.71948,0.86653,0.48258,0.80265,0.0063172,0.0063172,0.0063172
188,7708.94,0.83814,0.44404,0.80557,0.94474,0.89992,0.95633,0.72087,0.86665,0.48357,0.80266,0.0062974,0.0062974,0.0062974
189,7750.72,0.84197,0.44198,0.80588,0.94135,0.90444,0.95611,0.72099,0.86769,0.48726,0.80299,0.0062776,0.0062776,0.0062776
190,7791.64,0.84614,0.45754,0.80633,0.93834,0.90496,0.95666,0.72098,0.86501,0.48474,0.80278,0.0062578,0.0062578,0.0062578
191,7832.28,0.84331,0.45386,0.80015,0.93969,0.90427,0.95697,0.72249,0.86057,0.48217,0.8026,0.006238,0.006238,0.006238
